Grapheme	IPA	Examples	Languages	Frequence	Codepoints
ʤw	ʤw	swoːgʤwon, ɢaːʤwo-	Nanai_Najkhin	2	U+02a4 U+0077
^ɴw	ɴw	ɴwoamji, ɴwonemji	Nanai_Najkhin	2	U+005e U+0274 U+0077
^ɪː	ɪː	ɪːsal	Evenki_Khamnigan, Solon	2	U+005e U+026a U+02d0
ɣː	ɣː	iɣːi, iɣːə	Negidal	2	U+0263 U+02d0
bs	bs	kubsurə-, dabsun	Manchu	2	U+0062 U+0073
sw	sw	daoswon, ʧaːswo-	Nanai_Najkhin	2	U+0073 U+0077
ws	ws	dawso, dawsʊn	Ulcha, Evenki_Khamnigan	2	U+0077 U+0073
vs	vs	ɘvsɘ-, dɑvsun	Xibe	2	U+0076 U+0073
^ʊɔː	ʊɔː	ʊɔːn, ʊɔːʃekta	Oroqen	2	U+005e U+028a U+0254 U+02d0
^d$	d	d	Xibe	2	U+005e U+0064 U+0024
qw	qw	selqwo-, qwoaχ-qwoaχ_biː	Nanai_Najkhin	2	U+0071 U+0077
^ɛ	ɛ	ɛlin, ɛthiŋ	Xibe	2	U+005e U+025b
^tʐ	tʐ	tʐafa-, tʐukhə	Hezhe	2	U+005e U+0074 U+0290
ɔ:$	ɔː	to.rɔ:, go.lɔ:	Orok	2	U+0254 U+003a U+0024
^ae	ae	aeda-, aeŋaɲa	Nanai_Bikin	2	U+005e U+0061 U+0065
uɑ	uɑ	xuɑʥi-, xuɑɕi-	Xibe	2	U+0075 U+0251
jː	jː	ijːə, bɵjːɵu-	Orok, Solon	2	U+006a U+02d0
ii$	iː	iŋinjii, gjiljii	Udihe	2	U+0069 U+0069 U+0024
ə̰$	ə̰	nəməʦə̰, nəmnəsə̰	Udihe	2	U+0259 U+0330 U+0024
js	js	xojsa, məjsji-	Ulcha, Udihe	2	U+006a U+0073
jw	jw	bwojworsiː, ʤwojworsiː	Nanai_Najkhin	2	U+006a U+0077
iˁ͡aˁ$	iˤaˤ	ħiˁ͡aˁ-, giˁ͡aˁ	Even	2	U+0069 U+02c1 U+0361 U+0061 U+02c1 U+0024
ei	ei	sutulaqtein, seiwi-	Oroch	2	U+0065 U+0069
io$	io	nio, njijanjio-	Hezhe, Manchu	2	U+0069 U+006f U+0024
^ń	ń	ńimŋə-	Evenki_Chiringda, Evenki_Strelka_Chun	2	U+005e U+0144
ʧw	ʧw	ukʧwuŋ-ukʧwuŋ_biː	Nanai_Najkhin	2	U+02a7 U+0077
ɔi$	ɔi	ɢɔi, χɔi-	Oroch, Orok	2	U+0254 U+0069 U+0024
ŋɕ	ŋɕ	χuŋɕi-, nuŋɕi	Hezhe, Xibe	2	U+014b U+0255
^ia	ia	ia-du, iamaərin	Hezhe	2	U+005e U+0069 U+0061
ɔ:	ɔː	ɲɔ:g.dɔ, ŋɔ:.tɔ-	Orok	2	U+0254 U+003a
œː$	œː	tɨjœː	Evenki_Chiringda, Evenki_Strelka_Chun	2	U+0153 U+02d0 U+0024
oa$	oa	boa, bwoa	Nanai_Najkhin, Oroch	2	U+006f U+0061 U+0024
^au	au	auli-, aul-	Udihe, Negidal	2	U+005e U+0061 U+0075
…	<?>	nɔː-…-ʧi, ɲwoan-…-ʧi	Nanai_Najkhin, Orok	2	U+2026
ɲː	ɲː	iɲːi	Negidal	1	U+0272 U+02d0
ɸs	ɸs	girɑpɸsɑ	Orok	1	U+0278 U+0073
k:	kː	tə:k:ə	Orok	1	U+006b U+003a
o:$	oː	kumko:	Evenki_Chiringda	1	U+006f U+003a U+0024
ls	ls	ulsə	Ulcha	1	U+006c U+0073
^ɴ	ɴ	ɴaːla	Nanai_Najkhin	1	U+005e U+0274
^?	<?>	?_ujmikəːktə	Evenki_Khamnigan	1	U+005e U+003f
ua̰i$	ua̰i	kua̰i	Udihe	1	U+0075 U+0061 U+0330 U+0069 U+0024
^ʊɔː$	ʊɔː	ʊɔː-	Oroqen	1	U+005e U+028a U+0254 U+02d0 U+0024
^ɔu$	ɔu	ɔu-	Hezhe	1	U+005e U+0254 U+0075 U+0024
^oˁː$	oˤː	oˁː-	Even	1	U+005e U+006f U+02c1 U+02d0 U+0024
^ͻː$	<?>	ͻː-	Solon	1	U+005e U+037b U+02d0 U+0024
aːi$	aːi	daːi	Nanai_Najkhin	1	U+0061 U+02d0 U+0069 U+0024
ɨ:$	ɨː	hə́gdɨ:	Evenki_Chiringda	1	U+0268 U+003a U+0024
^ie$	ie	ie	Udihe	1	U+005e U+0069 U+0065 U+0024
^ɜi$	ɜi	ɜi	Hezhe	1	U+005e U+025c U+0069 U+0024
^ͻʃ	<?>	ͻʃxͻŋ	Solon	1	U+005e U+037b U+0283
a̰	a̰	pa̰ljiɣji	Udihe	1	U+0061 U+0330
^u$	u	u	Jurchen	1	U+005e U+0075 U+0024
^ʂ	ʂ	ʂaŋniɛn	Hezhe	1	U+005e U+0282
^ia$	ia	ia	Hezhe	1	U+005e U+0069 U+0061 U+0024
ə̰u	ə̰u	jə̰u_	Udihe	1	U+0259 U+0330 U+0075
^ó	ó	ómakta	Evenki_Chiringda	1	U+005e U+00f3
^rs	rs	rsə-	Hezhe	1	U+005e U+0072 U+0073
^a$	a	a-	Nanai_Najkhin	1	U+005e U+0061 U+0024
^e$	e	e-	Even	1	U+005e U+0065 U+0024
^ae$	ae	ae	Nanai_Bikin	1	U+005e U+0061 U+0065 U+0024
^aia$	aia	aia	Udihe	1	U+005e U+0061 U+0069 U+0061 U+0024
nː$	nː	abdanː	Solon	1	U+006e U+02d0 U+0024
c	c	ɢoci-	Xibe	1	U+0063
u:$	uː	puk.tu:	Orok	1	U+0075 U+003a U+0024
f$	f	ʣəf-	Nanai_Bikin	1	U+0066 U+0024
pː$	pː	ďəpː-	Evenki_Teteya	1	U+0070 U+02d0 U+0024
ou$	ou	bou	Udihe	1	U+006f U+0075 U+0024
^uː$	uː	uː-	Oroqen	1	U+005e U+0075 U+02d0 U+0024
xɕ	xɕ	fɘxɕi-	Xibe	1	U+0078 U+0255
aˁ́	áˤ	iˁ͡aˁsaˁ́l	Even	1	U+0061 U+02c1 U+0301
xː	xː	axːe-	Oroqen	1	U+0078 U+02d0
eo	eo	ʧeoqon	Kur_Urmi	1	U+0065 U+006f
au	au	tauzən	Hezhe	1	U+0061 U+0075
ͻːs	<?>	dͻːsʊŋ	Solon	1	U+037b U+02d0 U+0073
^ͻːʃ	<?>	ͻːʃɪtː	Solon	1	U+005e U+037b U+02d0 U+0283
kh$	kʰ	thakhthakh	Hezhe	1	U+006b U+0068 U+0024
^qw	qw	qwoaχ-qwoaχ_biː	Nanai_Najkhin	1	U+005e U+0071 U+0077
əə$	əː	təə-	Evenki_Teteya	1	U+0259 U+0259 U+0024
^ɑː	ɑː	ɑːnʤɛː	Orok	1	U+005e U+0251 U+02d0
^aia	aia	aiaŋaʣa	Udihe	1	U+005e U+0061 U+0069 U+0061
^əu	əu	əusə	Jurchen	1	U+005e U+0259 U+0075
^au$	au	au	Jurchen	1	U+005e U+0061 U+0075 U+0024
ɘi	ɘi	mɘix	Xibe	1	U+0258 U+0069
á	á	anŋániː	Evenki_Chiringda	1	U+00e1
œː	œː	ojœːt-	Evenki_Strelka_Chun	1	U+0153 U+02d0
ó	ó	oldón	Evenki_Chiringda	1	U+00f3
γ$	<?>	ďeγ	Evenki_Strelka_Chun	1	U+03b3 U+0024
qʃ	qʃ	ʃaqʃaχa	Manchu	1	U+0071 U+0283
^ŋw	ŋw	ŋwujrə	Nanai_Najkhin	1	U+005e U+014b U+0077
aːo$	aːo	jaːo	Oroch	1	U+0061 U+02d0 U+006f U+0024
ww	ww	awwu	Negidal	1	U+0077 U+0077
ʂ	ʂ	uʂa-	Hezhe	1	U+0282
əiə$	əiə	nəkəiə	Jurchen	1	U+0259 U+0069 U+0259 U+0024
ɔi	ɔi	χɔisɑ	Orok	1	U+0254 U+0069
yi$	yi	ʣyi	Udihe	1	U+0079 U+0069 U+0024
ʃ$	ʃ	təʃ	Orok	1	U+0283 U+0024
ps	ps	tapse-gda	Ulcha	1	U+0070 U+0073
^ɑu$	ɑu	ɑu-	Orok	1	U+005e U+0251 U+0075 U+0024
e̞$	e̞	be̞	Solon	1	U+0065 U+031e U+0024
éː	éː	béːγa	Evenki_Chiringda	1	U+00e9 U+02d0
i:	iː	bagdari:n	Evenki_Strelka_Chun	1	U+0069 U+003a
sː	sː	tʊsːan-	Solon	1	U+0073 U+02d0
kː$	kː	dəwikː-	Solon	1	U+006b U+02d0 U+0024
ɕh	ɕh	puxaɕhən	Hezhe	1	U+0255 U+0068
^əiə$	əiə	əiə-	Udihe	1	U+005e U+0259 U+0069 U+0259 U+0024
=	<?>	oˁːqiˁ=daˁ	Even	1	U+003d
^lw	lw	lwuŋbə-	Nanai_Najkhin	1	U+005e U+006c U+0077
ph	pʰ	ʨhiphkha	Hezhe	1	U+0070 U+0068
ḛ	ḛ	ʦifuŋḛi	Udihe	1	U+1e1b
ɵ:	ɵː	mɵ:.tə.mə	Orok	1	U+0275 U+003a
uiː$	uiː	duiː	Nanai_Bikin	1	U+0075 U+0069 U+02d0 U+0024
ii	iː	diin	Kur_Urmi	1	U+0069 U+0069
^ʋʲ	ʋʲ	ʋʲɛl.ʋʲɛl	Orok	1	U+005e U+028b U+02b2
ʋʲ	ʋʲ	ʋʲɛl.ʋʲɛl	Orok	1	U+028b U+02b2
nw	nw	enwoksa	Nanai_Najkhin	1	U+006e U+0077
oɪ$	oɪ	χoɪ-	Kur_Urmi	1	U+006f U+026a U+0024
^ui	ui	uirʧigə-tu-	Hezhe	1	U+005e U+0075 U+0069
oe$	oe	ɢoe	Nanai_Bikin	1	U+006f U+0065 U+0024
əie$	əie	xəie	Udihe	1	U+0259 U+0069 U+0065 U+0024
o̰u$	o̰u	ogo̰u	Udihe	1	U+006f U+0330 U+0075 U+0024
^ͻː	<?>	ͻːndɪ	Solon	1	U+005e U+037b U+02d0
^č	č	čɪkaːlɪː-	Evenki_Khamnigan	1	U+005e U+010d
^ɨː	ɨː	ɨːdʉː	Evenki_StonyTunguska	1	U+005e U+0268 U+02d0
ɑi	ɑi	χɑi-du	Orok	1	U+0251 U+0069
rr	rr	mur.ri	Orok	1	U+0072 U+0072
ei$	ei	ilei-	Oroch	1	U+0065 U+0069 U+0024
uˁː$	uˤː	ʧuˁː-	Even	1	U+0075 U+02c1 U+02d0 U+0024
ú	ú	gúgda:	Evenki_Chiringda	1	U+00fa
a:$	aː	gúgda:	Evenki_Chiringda	1	U+0061 U+003a U+0024
áː	áː	uldáːxsa	Evenki_Chiringda	1	U+00e1 U+02d0
gs	gs	jaŋgsa-qo	Nanai_Bikin	1	U+0067 U+0073
ŋs$	ŋs	lɑŋs	Xibe	1	U+014b U+0073 U+0024
aɪ	aɪ	daɪlaldu-	Evenki_Khamnigan	1	U+0061 U+026a
^ǝ	ə	ǝmugdǝ	Evenki_Chiringda	1	U+005e U+01dd
æa	æa	mjæawa	Oroch	1	U+00e6 U+0061
ɵu$	ɵu	bɵjːɵu-	Orok	1	U+0275 U+0075 U+0024
^aʊɪ$	aʊɪ	aʊɪ	Kur_Urmi	1	U+005e U+0061 U+028a U+026a U+0024
ɛːa	ɛːa	bɛːaɣ	Oroqen	1	U+025b U+02d0 U+0061
iəa$	iəa	biəa	Jurchen	1	U+0069 U+0259 U+0061 U+0024
ɴ$	ɴ	laɴ	Nanai_Najkhin	1	U+0274 U+0024
æ̰	æ̰	bæ̰sa	Udihe	1	U+00e6 U+0330
u:	uː	uru:mkun	Evenki_Strelka_Chun	1	U+0075 U+003a
ø	ø	ŋø-sji-	Udihe	1	U+00f8
^ao	ao	aoli-	Oroch	1	U+005e U+0061 U+006f
pɕ	pɕ	ɜɬpɕi-	Hezhe	1	U+0070 U+0255
ʤ$	dʒ	teʤ	Even	1	U+02a4 U+0024
^iə̰$	iə̰	iə̰-	Udihe	1	U+005e U+0069 U+0259 U+0330 U+0024
aə	aə	iamaərin	Hezhe	1	U+0061 U+0259
^t$	t	t	Evenki_StonyTunguska	1	U+005e U+0074 U+0024
^ʉː	ʉː	ʉːrəː	Evenki_StonyTunguska	1	U+005e U+0289 U+02d0
lʲ	lʲ	kɔ.lʲɛ:	Orok	1	U+006c U+02b2
ɛ:$	ɛː	kɔ.lʲɛ:	Orok	1	U+025b U+003a U+0024
